"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","State_Region","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor","R10_Denominator","RMD_Year","RMD_R10_Denominator"
"KY",383962,10.1,9.8,10.5,2011,"medi","Medicaid","Kentucky","KY-Kentucky",3878,380084,0.010099958,9.787269657,10.42248891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","High",2011,5.58428824518282,0.674490759476595,0.0603521922545148
"NH",187669,5.6,5.3,6,2007,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",1051,186618,0.005600286,5.270045695,5.950924812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2007,5.27339253985189,0,-0.459266952526382
"FL",904760,1.7,1.6,1.7,2001,"medi","Medicaid","Florida","FL-Florida",1538,903222,0.001699898,1.616565435,1.787490115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2001,5.95653339191377,-1.01173613921489,0.682508437826613
"MT",130651,3.9,3.6,4.2,2013,"sped","Special Education Child Count","Montana","MT-Montana",510,130141,0.003903529,3.576023652,4.260536758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2013,5.11611273815688,1.01173613921489,-0.72213837418555
"VA",355302,3.4,3.3,3.6,2005,"medi","Medicaid","Virginia","VA-Virginia",1208,354094,0.003399925,3.212450558,3.598215682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2005,5.55059765214601,-0.337245379738298,0.00404302863222482
"WV",152760,13.3,12.7,13.9,2012,"medi","Medicaid","West Virginia","WV-West Virginia",2032,150728,0.013301911,12.73632058,13.89211923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","High",2012,5.18400964970128,0.843113449345744,-0.608658083190813
"NJ",347409,2.1,2,2.3,2001,"medi","Medicaid","New Jersey","NJ-New Jersey",730,346679,0.00210127,1.953020196,2.260634041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","Low","Low",2001,5.54084106511772,-1.01173613921489,-0.0122637563142651
"AK",119217,10.1,9.5,10.7,2016,"sped","Special Education Child Count","Alaska","AK-Alaska",1204,118013,0.010099231,9.543159069,10.6871063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","High",2016,5.07633818895933,1.51760420882234,-0.788616028536142
"GA",707071,4.1,4,4.2,2006,"medi","Medicaid","Georgia","GA-Georgia",2899,704172,0.004100013,3.953046497,4.252392595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2006,5.84946302533867,-0.168622689869149,0.503555138192214
"KS",415344,2.9,2.8,3.1,2005,"sped","Special Education Child Count","Kansas","KS-Kansas",1204,414140,0.002898802,2.738663714,3.068203029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2005,5.61840794109062,-0.337245379738298,0.117378541939615
"PA",17886,8.4,7.2,9.8,2006,"addm","Autism & Developmental Disabilities Monitoring Network","Pennsylvania","PA-Pennsylvania",150,17736,0.008386448,7.125798459,9.86262544,13.3,11.1,15.8,3.3,2.3,4.8,10.1,7.7,13.3,7.5,5.9,9.5,7.7,5.1,11.7,1,0.2,7.4,"D2 Middle Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2006,4.25251322641627,-0.168622689869149,-2.16552543945939
"MA",1756,7.9,4.5,14,2004,"nsch","National Survey of Children's Health","Massachusetts","MA-Massachusetts",14,1742,0.007972665,4.542688303,13.69290604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","NSCH","NSCH National Survey of Children's Health","High","Medium",2004,3.24452451157008,-0.505868069607446,-3.85023907485571
"RI",1113,26.9,18.4,39.3,2016,"nsch","National Survey of Children's Health","Rhode Island","RI-Rhode Island",30,1083,0.026954178,18.57313543,38.740561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.04649516433471,1.51760420882234,-4.18121772231704
"IN",440375,5.6,5.4,5.8,2006,"medi","Medicaid","Indiana","IN-Indiana",2466,437909,0.005599773,5.382535784,5.825679867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2006,5.6438226561893,-0.168622689869149,0.159855720935602
"UT",101071,3.4,3,3.7,2005,"medi","Medicaid","Utah","UT-Utah",344,100727,0.003403548,3.058191201,3.787171525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2005,5.00462656264679,-0.337245379738298,-0.908472087325066
"WI",319709,5,4.8,5.3,2006,"medi","Medicaid","Wisconsin","WI-Wisconsin",1599,318110,0.005001423,4.761245968,5.253571578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","Medium",2006,5.50475486209378,-0.168622689869149,-0.0725768504875483
"WV",123188,5.2,4.9,5.7,2001,"medi","Medicaid","West Virginia","WV-West Virginia",641,122547,0.005203429,4.812896737,5.625130805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2001,5.09056840435756,-1.01173613921489,-0.764832192900952
"CT",510125,2.3,2.2,2.4,2000,"sped","Special Education Child Count","Connecticut","CT-Connecticut",1173,508952,0.002299436,2.170741253,2.435683185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2000,5.70767660778133,-1.18035882908404,0.266578763898878
"SC",369536,6.6,6.3,6.8,2009,"medi","Medicaid","South Carolina","SC-South Carolina",2439,367097,0.006600169,6.34285101,6.867797893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2009,5.56765675352859,0.337245379738298,0.0325549556841315
"WY",79494,4.9,4.4,5.4,2008,"sped","Special Education Child Count","Wyoming","WY-Wyoming",390,79104,0.004906031,4.43768612,5.422841424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2008,4.90033435047751,0.168622689869149,-1.08278208635521
"OR",177740,7.2,6.8,7.6,2006,"medi","Medicaid","Oregon","OR-Oregon",1280,176460,0.00720153,6.816208158,7.608305919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","High","Medium",2006,5.24978517583225,-0.168622689869149,-0.498723394323664
"NY",1654,18.9,12.7,27.9,2012,"nsch","National Survey of Children's Health","New York","NY-New York",31,1623,0.018742443,12.98440813,26.83233607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","NSCH","NSCH National Survey of Children's Health","High","High",2012,3.21853550521653,0.843113449345744,-3.89367610220469
"MA",340954,2.2,2.1,2.4,2006,"medi","Medicaid","Massachusetts","MA-Massachusetts",750,340204,0.00219971,2.046550395,2.364191693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","Low","Low",2006,5.53269578986127,-0.168622689869149,-0.0258774566330168
"FL",1046227,2,1.9,2.1,2003,"medi","Medicaid","Florida","FL-Florida",2092,1044135,0.001999566,1.915308568,2.087500994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2003,6.01962592368196,-0.674490759476595,0.787958872931686
"CT",182671,0.6,0.5,0.8,2002,"medi","Medicaid","Connecticut","CT-Connecticut",110,182561,0.000602175,0.49720916,0.728654267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","Low","Low",2002,5.26166960624883,-0.843113449345744,-0.47886021363837
"TN",873891,3.1,3,3.2,2006,"sped","Special Education Child Count","Tennessee","TN-Tennessee",2709,871182,0.003099929,2.984979189,3.219268666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2006,5.94145726667258,-0.168622689869149,0.657310780959334
"MD",763071,10.6,10.4,10.8,2012,"sped","Special Education Child Count","Maryland","MD-Maryland",8089,754982,0.010600586,10.37260699,10.83350714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2012,5.88256494879846,0.843113449345744,0.55888042208596
"CA",5719777,9.5,9.4,9.6,2011,"sped","Special Education Child Count","California","CA-California",54338,5665439,0.009500021,9.420765924,9.579935084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2011,6.75737909705223,0.674490759476595,2.02101120023225
"IA",433833,2.5,2.3,2.6,2002,"sped","Special Education Child Count","Iowa","IA-Iowa",1085,432748,0.002500962,2.35555792,2.655245399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2002,5.63732258403781,-0.843113449345744,0.148991749917489
"MD",337905,5.8,5.5,6.1,2005,"medi","Medicaid","Maryland","MD-Maryland",1960,335945,0.005800447,5.548511518,6.063683591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2005,5.52879461810323,-0.337245379738298,-0.0323977253205486
"CA",2799720,3,2.9,3.1,2006,"medi","Medicaid","California","CA-California",8399,2791321,0.002999943,2.936383333,3.064870024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2006,6.44711459972241,-0.168622689869149,1.50244703226864
"IL",1765,21,13.1,33.5,2012,"nsch","National Survey of Children's Health","Illinois","IL-Illinois",37,1728,0.020963173,15.00771423,29.08636295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.24674470972384,0.843113449345744,-3.84652832090795
"NH",50451,5,4.4,5.6,2002,"medi","Medicaid","New Hampshire","NH-New Hampshire",252,50199,0.004994946,4.407035582,5.659443605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Medium",2002,4.70286977890153,-0.843113449345744,-1.41281678946448
"WA",955799,7.5,7.3,7.7,2010,"sped","Special Education Child Count","Washington","WA-Washington",7168,948631,0.007499485,7.327975932,7.674964298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2010,5.98036657180655,0.505868069607446,0.722342299603862
"KS",134125,7.6,7.2,8.1,2007,"medi","Medicaid","Kansas","KS-Kansas",1019,133106,0.00759739,7.142974488,8.080237542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","High","Medium",2007,5.12750973497401,0,-0.703089871302935
"FL",1369370,5.2,5.1,5.3,2010,"medi","Medicaid","Florida","FL-Florida",7121,1362249,0.005200202,5.080754534,5.322433076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2010,6.13652080916211,0.505868069607446,0.983332496243082
"NM",295151,0.7,0.6,0.8,2000,"sped","Special Education Child Count","New Mexico","NM-New Mexico",207,294944,0.000701336,0.610527848,0.805370808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2000,5.47004425899122,-1.18035882908404,-0.130590819769567
"WA",1006676,11.2,11,11.4,2016,"sped","Special Education Child Count","Washington","WA-Washington",11275,995401,0.011200227,10.99601703,11.40817704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","High",2016,6.00288971479018,1.51760420882234,0.759986615991165
"NM",297866,2.3,2.2,2.5,2007,"sped","Special Education Child Count","New Mexico","NM-New Mexico",685,297181,0.002299692,2.132358338,2.479987577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2007,5.47402093337588,0,-0.123944358890897
"NE",259471,1.7,1.6,1.9,2002,"sped","Special Education Child Count","Nebraska","NE-Nebraska",441,259030,0.001699612,1.546488671,1.867668748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2002,5.41408882559963,-0.843113449345744,-0.224112582683064
"VA",360305,4.9,4.7,5.1,2007,"medi","Medicaid","Virginia","VA-Virginia",1765,358540,0.004898628,4.674517437,5.13335903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2007,5.55667028892618,0,0.0141926005824718
"VT",88167,3,2.7,3.4,2004,"sped","Special Education Child Count","Vermont","VT-Vermont",265,87902,0.00300566,2.660005102,3.39529923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2004,4.94530606359355,-0.505868069607446,-1.00761809178085
"MT",61412,16.7,15.7,17.8,2012,"medi","Medicaid","Montana","MT-Montana",1026,60386,0.016706833,15.71504289,17.75956592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","High",2012,4.78825324124831,0.843113449345744,-1.27011014886987
"WY",39334,8,7.1,8.9,2010,"medi","Medicaid","Wyoming","WY-Wyoming",315,39019,0.008008339,7.162274849,8.951876358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2010,4.5947681134475,0.505868069607446,-1.59349376244749
"MO",831553,5,4.9,5.2,2006,"sped","Special Education Child Count","Missouri","MO-Missouri",4158,827395,0.005000283,4.850355771,5.154800973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2006,5.91988993470286,-0.168622689869149,0.62126397040149
"OH",1674038,4.3,4.2,4.4,2005,"sped","Special Education Child Count","Ohio","OH-Ohio",7198,1666840,0.004299783,4.201500642,4.40034704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","Low","Low",2005,6.22376531208197,-0.337245379738298,1.12914960859528
"SC",423686,8.3,8.1,8.6,2011,"medi","Medicaid","South Carolina","SC-South Carolina",3517,420169,0.008300959,8.031021188,8.579850931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2011,5.62704411369842,0.674490759476595,0.13181270924298
"MA",862851,8.5,8.3,8.7,2008,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",7334,855517,0.008499729,8.307632915,8.696215299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2008,5.93593580676429,0.168622689869149,0.648082424869846
"AR",38956,15.5,14.3,16.8,2010,"addm","Autism & Developmental Disabilities Monitoring Network","Arkansas","AR-Arkansas",604,38352,0.015504672,14.31236851,16.79351702,24.9,22.8,27.2,5.8,4.9,7,17.6,16.1,19.3,11,8.9,13.7,9.1,6.6,12.5,11.5,5.8,23.1,"D7 West South Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2010,4.59057435716163,0.505868069607446,-1.60050304568081
"HI",169370,1.6,1.4,1.8,2000,"sped","Special Education Child Count","Hawaii","HI-Hawaii",271,169099,0.001600047,1.417892872,1.805159376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2000,5.22883648752793,-1.18035882908404,-0.533736227612512
"MS",437397,7.2,7,7.5,2013,"sped","Special Education Child Count","Mississippi","MS-Mississippi",3149,434248,0.007199409,6.95203034,7.455483622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","High","Medium",2013,5.64087579999125,1.01173613921489,0.154930458633278
"FL",2386970,5.7,5.6,5.8,2009,"sped","Special Education Child Count","Florida","FL-Florida",13606,2373364,0.005700114,5.6051933,5.796628251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2009,6.37784696072593,0.337245379738298,1.38667576004076
"WA",928956,1.7,1.6,1.8,2000,"sped","Special Education Child Count","Washington","WA-Washington",1579,927377,0.001699758,1.617500679,1.786162116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2000,5.96799514412309,-1.18035882908404,0.70166517038538
"HI",106656,2.1,1.8,2.3,2011,"medi","Medicaid","Hawaii","HI-Hawaii",224,106432,0.00210021,1.83843511,2.398460279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2011,5.02798529198044,0.674490759476595,-0.869431203995413
"CT",239389,8.9,8.6,9.3,2012,"medi","Medicaid","Connecticut","CT-Connecticut",2131,237258,0.008901829,8.531320234,9.2881867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Medium",2012,5.37910419056055,0.843113449345744,-0.282584558422093
"OK",346814,4.9,4.6,5.1,2008,"medi","Medicaid","Oklahoma","OK-Oklahoma",1699,345115,0.00489888,4.670521413,5.138273422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","MEDI","MEDI Medicaid","Low","Low",2008,5.54009662052282,0.168622689869149,-0.0135079924266003
"SC",401466,3.5,3.3,3.6,2003,"medi","Medicaid","South Carolina","SC-South Carolina",1405,400061,0.003499674,3.320476743,3.688436919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2003,5.60364877094065,-0.674490759476595,0.092710631642044
"FL",2532598,11.2,11.1,11.3,2015,"sped","Special Education Child Count","Florida","FL-Florida",28365,2504233,0.011199961,11.07089785,11.33051016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2015,6.40356625957457,1.34898151895319,1.42966200862168
"AZ",835126,1.5,1.4,1.6,2001,"sped","Special Education Child Count","Arizona","AZ-Arizona",1253,833873,0.001500372,1.419038868,1.586325024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2001,5.92175200479675,-1.01173613921489,0.624376162860624
"NY",2423601,6.1,6,6.2,2007,"sped","Special Education Child Count","New York","NY-New York",14784,2408817,0.006100014,6.002560188,6.199036764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","Medium",2007,6.38446112301842,0,1.39773041693995
"ME",190153,2.3,2.1,2.5,2000,"sped","Special Education Child Count","Maine","ME-Maine",437,189716,0.002298149,2.090242823,2.52641003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2000,5.27910318156547,-1.18035882908404,-0.44972240523132
"KS",136239,7.9,7.4,8.4,2008,"medi","Medicaid","Kansas","KS-Kansas",1076,135163,0.007897885,7.437964911,8.385772635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","High","Medium",2008,5.13430144722645,0.168622689869149,-0.691738464217865
"AL",317920,2,1.9,2.2,2003,"medi","Medicaid","Alabama","AL-Alabama",636,317284,0.002000503,1.849574413,2.163588506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","Low","Low",2003,5.50231784976574,-0.674490759476595,-0.0766499793214322
"DE",117967,6.3,5.9,6.8,2010,"sped","Special Education Child Count","Delaware","DE-Delaware",743,117224,0.006298372,5.85863128,6.770566145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2010,5.07176053508335,0.505868069607446,-0.796266943461489
"AZ",1000752,3.1,3,3.2,2005,"sped","Special Education Child Count","Arizona","AZ-Arizona",3102,997650,0.003099669,2.992158905,3.211011451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2005,6.00032646671429,-0.337245379738298,0.755702501575244
"OR",1530,19.2,11.7,31.4,2008,"nsch","National Survey of Children's Health","Oregon","OR-Oregon",29,1501,0.018954248,12.96016658,27.47120762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","NSCH","NSCH National Survey of Children's Health","High","High",2008,3.1846914308176,0.168622689869149,-3.95024178868259
"LA",647893,2.3,2.2,2.4,2003,"sped","Special Education Child Count","Louisiana","LA-Louisiana",1490,646403,0.002299762,2.185286762,2.420179047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2003,5.81150328774314,-0.674490759476595,0.440110690271971
"ND",21553,3.2,2.5,4,2001,"medi","Medicaid","North Dakota","ND-North Dakota",69,21484,0.00320141,2.51017494,4.075115271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2001,4.33350772891746,-1.01173613921489,-2.03015433783282
"WV",248660,3.9,3.7,4.1,2008,"sped","Special Education Child Count","West Virginia","WV-West Virginia",970,247690,0.003900909,3.661499537,4.155771815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2008,5.39560592931323,0.168622689869149,-0.255004185869373
"MI",851685,10.3,10.1,10.5,2012,"medi","Medicaid","Michigan","MI-Michigan",8772,842913,0.010299583,10.08677696,10.51681781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","MEDI","MEDI Medicaid","High","High",2012,5.93027899845534,0.843113449345744,0.638627852660309
"MO",817104,10,9.8,10.2,2013,"sped","Special Education Child Count","Missouri","MO-Missouri",8171,808933,0.009999951,9.785899844,10.21862258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","High",2013,5.91227733652216,1.01173613921489,0.608540566094549
"RI",139617,7,6.6,7.4,2006,"sped","Special Education Child Count","Rhode Island","RI-Rhode Island",977,138640,0.006997715,6.570352605,7.452428273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2006,5.14493830193106,-0.168622689869149,-0.673960433675809
"AL",1089,31.5,20.8,47.3,2016,"nsch","National Survey of Children's Health","Alabama","AL-Alabama",34,1055,0.031221304,22.04208508,43.84054461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.03702787975578,1.51760420882234,-4.1970409782577
